Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load,Binary Classes,Multi-Classes
0.64,784.0,343.0,220.5,3.5,4,0.25,1,17.52,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.25,1,17.37,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.25,1,15.09,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.25,1,15.12,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,4,0.25,1,15.08,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,5,0.25,1,15.16,Low Level,Level 1
0.98,514.5,294.0,110.25,7.0,2,0.25,2,28.67,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.25,2,28.57,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.25,2,28.18,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,5,0.25,2,28.6,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.25,2,32.46,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,3,0.25,2,33.27,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,4,0.25,2,32.33,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,5,0.25,2,31.66,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,2,0.25,2,29.34,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.25,2,29.87,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.25,2,29.27,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.25,2,28.4,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.25,2,25.74,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,3,0.25,2,25.98,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,4,0.25,2,25.38,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,5,0.25,2,24.94,Low Level,Level 2
0.79,637.0,343.0,147.0,7.0,2,0.25,2,38.57,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.25,2,40.19,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.25,2,39.97,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.25,2,38.98,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.25,2,36.95,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.25,2,36.28,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.25,2,36.86,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.25,2,36.45,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.25,2,12.35,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.25,2,12.45,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.25,2,12.16,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.25,2,12.3,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.25,2,12.33,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.25,2,12.29,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.25,2,12.2,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.25,2,12.49,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.25,2,12.85,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.25,2,12.87,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.25,2,12.73,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.25,2,12.95,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.25,2,13.05,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.25,2,12.93,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.25,2,12.77,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.25,2,13.0,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.25,2,17.14,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.25,2,16.84,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.25,2,17.02,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.25,2,17.11,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.25,2,14.34,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.25,2,14.66,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,4,0.25,2,14.6,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,5,0.25,2,14.6,Low Level,Level 1
0.98,514.5,294.0,110.25,7.0,2,0.25,3,28.67,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.25,3,28.56,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.25,3,28.17,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,5,0.25,3,28.63,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.25,3,31.63,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,3,0.25,3,32.4,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,4,0.25,3,32.68,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,5,0.25,3,32.29,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,2,0.25,3,28.4,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.25,3,29.4,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.25,3,29.43,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.25,3,29.07,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.25,3,24.7,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,3,0.25,3,25.48,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,4,0.25,3,25.37,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,5,0.25,3,25.17,Low Level,Level 2
0.79,637.0,343.0,147.0,7.0,2,0.25,3,39.04,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.25,3,38.35,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.25,3,39.81,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.25,3,39.83,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.25,3,35.99,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.25,3,36.59,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.25,3,35.64,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.25,3,36.52,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.25,3,11.8,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.25,3,12.03,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.25,3,11.98,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.25,3,11.69,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.25,3,12.41,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.25,3,12.28,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.25,3,12.1,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.25,3,12.19,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.25,3,12.34,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.25,3,12.46,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.25,3,12.31,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.25,3,12.12,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.25,3,12.97,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.25,3,13.01,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.25,3,12.74,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.84,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.25,3,16.83,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.25,3,16.93,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.25,3,16.66,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.25,3,16.86,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.25,3,13.91,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.25,3,14.34,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.95,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,5,0.25,3,13.99,Low Level,Level 1
0.98,514.5,294.0,110.25,7.0,2,0.25,4,28.7,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.25,4,28.55,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.25,4,28.15,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,5,0.25,4,28.62,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.25,4,32.67,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,3,0.25,4,31.69,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,4,0.25,4,32.07,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,5,0.25,4,33.28,High Level,Level 3
0.86,588.0,294.0,147.0,7.0,2,0.25,4,29.47,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.25,4,28.42,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.25,4,29.08,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.25,4,29.88,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.25,4,25.66,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,3,0.25,4,24.96,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,4,0.25,4,25.43,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,5,0.25,4,26.0,Low Level,Level 2
0.79,637.0,343.0,147.0,7.0,2,0.25,4,40.0,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.25,4,38.84,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.25,4,38.33,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.25,4,40.12,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.25,4,36.95,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.25,4,36.45,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.25,4,36.81,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.25,4,36.26,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.25,4,12.32,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.25,4,12.3,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.25,4,12.18,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.25,4,12.43,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.17,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.25,4,12.91,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.25,4,12.95,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.67,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.25,4,12.86,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.95,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.25,4,13.0,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.86,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.25,4,16.99,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.25,4,16.69,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.25,4,16.56,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.25,4,16.62,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65,Low Level,Level 1
0.98,514.5,294.0,110.25,7.0,2,0.25,5,28.69,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.25,5,28.58,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.25,5,28.15,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,5,0.25,5,28.61,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.25,5,33.13,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,3,0.25,5,32.31,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,4,0.25,5,31.53,Low Level,Level 3
0.9,563.5,318.5,122.5,7.0,5,0.25,5,32.46,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.71,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.09,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.25,5,28.31,Low Level,Level 2
0.86,588.0,294.0,147.0,7.0,5,0.25,5,29.39,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.25,5,25.7,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,3,0.25,5,25.17,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,4,0.25,5,24.6,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,5,0.25,5,25.49,Low Level,Level 2
0.79,637.0,343.0,147.0,7.0,2,0.25,5,39.89,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.25,5,39.83,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.25,5,39.01,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.25,5,38.65,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.25,5,35.69,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.25,5,36.64,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.25,5,36.06,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.25,5,36.7,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.25,5,12.12,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.25,5,11.67,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.25,5,11.64,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.25,5,12.02,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.25,5,12.47,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.25,5,12.12,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.18,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.47,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.25,5,16.73,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.25,5,16.86,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.25,5,16.76,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.25,5,16.92,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,Low Level,Level 1
0.98,514.5,294.0,110.25,7.0,2,0.4,1,32.26,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.4,1,32.26,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.4,1,32.49,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,5,0.4,1,32.53,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.4,1,36.47,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,3,0.4,1,37.24,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,4,0.4,1,36.66,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,5,0.4,1,35.96,High Level,Level 4
0.86,588.0,294.0,147.0,7.0,2,0.4,1,31.89,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.4,1,32.39,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.4,1,32.09,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.4,1,31.29,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.4,1,29.22,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,3,0.4,1,29.91,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.53,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,5,0.4,1,28.65,Low Level,Level 3
0.79,637.0,343.0,147.0,7.0,2,0.4,1,41.4,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.4,1,42.62,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.4,1,42.5,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.4,1,41.67,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.4,1,40.78,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.4,1,39.97,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.4,1,40.71,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.4,1,40.43,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.4,1,14.52,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.4,1,14.61,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.4,1,14.5,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.4,1,14.55,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.4,1,14.51,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.4,1,14.7,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.4,1,14.42,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.4,1,14.42,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.4,1,19.52,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.4,1,19.36,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.4,1,19.48,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.4,1,19.42,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,Low Level,Level 1
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,2,0.4,2,32.82,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.71,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.4,2,32.24,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,5,0.4,2,32.72,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.4,2,35.84,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,3,0.4,2,36.57,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,4,0.4,2,36.06,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,5,0.4,2,35.69,High Level,Level 4
0.86,588.0,294.0,147.0,7.0,2,0.4,2,32.48,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.4,2,32.74,High Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.4,2,32.13,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.4,2,31.64,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.95,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,3,0.4,2,29.49,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.64,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,5,0.4,2,28.01,Low Level,Level 2
0.79,637.0,343.0,147.0,7.0,2,0.4,2,41.64,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.4,2,43.1,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.4,2,42.74,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.4,2,41.92,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.4,2,40.78,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.4,2,40.15,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.57,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.4,2,40.42,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.54,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.4,2,14.45,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.4,2,14.18,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.4,2,14.5,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.4,2,14.75,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.4,2,14.71,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.4,2,14.33,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.4,2,14.62,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.4,2,19.2,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.4,2,18.88,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.4,2,18.9,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.4,2,19.12,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,2,0.4,3,32.82,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.4,3,32.69,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.4,3,32.23,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,5,0.4,3,32.75,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.4,3,34.24,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,3,0.4,3,34.95,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,4,0.4,3,35.05,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,5,0.4,3,34.29,High Level,Level 3
0.86,588.0,294.0,147.0,7.0,2,0.4,3,31.28,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.4,3,32.12,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.4,3,32.05,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.4,3,31.84,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.4,3,28.67,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,3,0.4,3,29.67,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,4,0.4,3,29.47,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,5,0.4,3,28.91,Low Level,Level 3
0.79,637.0,343.0,147.0,7.0,2,0.4,3,41.26,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.4,3,41.3,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.4,3,42.49,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.4,3,42.08,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.4,3,39.32,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.4,3,39.84,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.4,3,38.89,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.4,3,39.68,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.4,3,13.97,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.22,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.1,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.4,3,13.78,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.4,3,14.32,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.4,3,14.56,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.4,3,14.33,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.4,3,14.08,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,Low Level,Level 1
